Item_Identifier,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Gender,Age,Profession,Item_Outlet_Sales
NCA53,Low Fat,Health and Hygiene,49.4034,OUT018,Medium,Tier 3,Supermarket Type2,Female,35,Doctor,777.6544
FDC46,Low Fat,Snack Foods,186.0266,OUT035,Small,Tier 2,Supermarket Type1,Male,78,Lawyer,2950.8256
NCW41,Low Fat,Health and Hygiene,159.2604,OUT035,Small,Tier 2,Supermarket Type1,Female,42,Artist,3961.51
FDZ39,Regular,Meat,104.599,OUT018,Medium,Tier 3,Supermarket Type2,Female,37,Artist,309.597
FDE51,Regular,Dairy,42.9086,OUT017,,Tier 2,Supermarket Type1,Female,43,Doctor,758.3462
FDG32,low fat,Fruits and Vegetables,222.3772,OUT027,Medium,Tier 3,Supermarket Type3,Male,48,Artist,9562.2196
NCK07,Low Fat,Others,163.9526,OUT045,,Tier 2,Supermarket Type1,Male,22,Healthcare,1644.526
NCQ41,Low Fat,Health and Hygiene,193.0794,OUT035,Small,Tier 2,Supermarket Type1,Male,31,Healthcare,3901.588
FDL36,Low Fat,Baking Goods,90.483,OUT045,,Tier 2,Supermarket Type1,Female,51,Artist,1617.894
FDQ26,Regular,Dairy,57.8562,OUT049,Medium,Tier 1,Supermarket Type1,Male,42,Artist,711.0744
FDR02,LF,Dairy,113.1886,OUT017,,Tier 2,Supermarket Type1,Male,58,Doctor,3335.658
FDV59,LF,Breads,217.6166,OUT018,Medium,Tier 3,Supermarket Type2,Male,50,Entertainment,3265.749
FDZ33,Low Fat,Snack Foods,147.2076,OUT010,,Tier 3,Grocery Store,Male,71,Lawyer,739.038
NCT41,Low Fat,Health and Hygiene,153.5024,OUT045,,Tier 2,Supermarket Type1,Male,82,Lawyer,2580.6408
FDB17,Low Fat,Frozen Foods,179.9976,OUT010,,Tier 3,Grocery Store,Male,49,Executive,181.0976
FDN44,Low Fat,Fruits and Vegetables,160.192,OUT046,Small,Tier 1,Supermarket Type1,Male,53,Artist,1597.92
FDE45,Low Fat,Fruits and Vegetables,180.0002,OUT013,High,Tier 3,Supermarket Type1,Female,31,Engineer,4656.6052
FDG47,Low Fat,Starchy Foods,262.8252,OUT017,,Tier 2,Supermarket Type1,Female,21,Healthcare,2885.5772
NCP02,Low Fat,Household,59.6562,OUT027,Medium,Tier 3,Supermarket Type3,Male,61,Executive,2192.4794
FDW02,Regular,Dairy,125.5704,OUT046,Small,Tier 1,Supermarket Type1,Male,35,Artist,3880.2824
NCM53,Low Fat,Health and Hygiene,105.728,OUT046,Small,Tier 1,Supermarket Type1,Male,47,Marketing,2024.032
FDD47,Regular,Starchy Foods,171.3448,OUT013,High,Tier 3,Supermarket Type1,Male,28,Entertainment,3238.4512
FDE28,Regular,Frozen Foods,228.6668,OUT035,Small,Tier 2,Supermarket Type1,Female,38,Artist,4146.6024
FDV12,Regular,Baking Goods,100.0384,OUT018,Medium,Tier 3,Supermarket Type2,Male,39,Entertainment,2463.46
FDE36,Regular,Baking Goods,165.4868,OUT018,Medium,Tier 3,Supermarket Type2,Male,55,Artist,2293.0152
FDU45,Regular,Snack Foods,112.4518,OUT046,Small,Tier 1,Supermarket Type1,Female,19,Healthcare,3301.7022
FDP28,Regular,Frozen Foods,260.1936,OUT013,High,Tier 3,Supermarket Type1,Female,58,Engineer,3914.904
FDH33,Low Fat,Snack Foods,43.1428,OUT045,,Tier 2,Supermarket Type1,Female,76,Lawyer,703.0848
FDO44,Low Fat,Fruits and Vegetables,109.9228,OUT035,Small,Tier 2,Supermarket Type1,Male,19,Healthcare,663.1368
FDR07,Low Fat,Fruits and Vegetables,94.1094,OUT019,Small,Tier 1,Grocery Store,Female,51,Artist,190.4188
FDJ45,Low Fat,Seafood,35.1216,OUT035,Small,Tier 2,Supermarket Type1,Male,39,Artist,830.9184
FDS59,Regular,Breads,110.857,OUT010,,Tier 3,Grocery Store,Male,22,Healthcare,329.571
FDU34,Low Fat,Snack Foods,125.9046,OUT013,High,Tier 3,Supermarket Type1,Female,47,Doctor,2365.5874
NCL06,Low Fat,Household,261.7594,OUT010,,Tier 3,Grocery Store,Male,32,Healthcare,523.3188
FDR37,Regular,Breakfast,181.6292,OUT010,,Tier 3,Grocery Store,Female,30,Engineer,1094.5752
NCM53,Low Fat,Health and Hygiene,105.728,OUT018,Medium,Tier 3,Supermarket Type2,Female,35,Homemaker,1704.448
DRG25,Low Fat,Soft Drinks,188.424,OUT035,Small,Tier 2,Supermarket Type1,Male,35,Entertainment,2237.088
DRE25,Low Fat,Soft Drinks,91.912,OUT049,Medium,Tier 1,Supermarket Type1,Female,42,Artist,2609.936
FDZ45,Low Fat,Snack Foods,197.1084,OUT045,,Tier 2,Supermarket Type1,Female,35,Healthcare,2182.4924
NCV53,Low Fat,Health and Hygiene,239.088,OUT010,,Tier 3,Grocery Store,Male,36,Artist,719.064
FDR55,Regular,Fruits and Vegetables,190.1872,OUT018,Medium,Tier 3,Supermarket Type2,Male,18,Healthcare,3781.744
FDS47,LF,Breads,87.6856,OUT027,Medium,Tier 3,Supermarket Type3,Male,75,Executive,1845.5976
DRG27,Low Fat,Dairy,41.1138,OUT046,Small,Tier 1,Supermarket Type1,Male,46,Artist,690.4346
FDA02,Regular,Dairy,145.4786,OUT049,Medium,Tier 1,Supermarket Type1,Male,68,Artist,1300.3074
FDF45,reg,Fruits and Vegetables,56.8904,OUT045,,Tier 2,Supermarket Type1,Male,67,Doctor,1406.1696
FDZ58,Low Fat,Snack Foods,122.8072,OUT046,Small,Tier 1,Supermarket Type1,Female,50,Engineer,857.5504
NCH30,Low Fat,Household,115.186,OUT049,Medium,Tier 1,Supermarket Type1,Male,32,Artist,2490.092
FDN03,Regular,Meat,248.5408,OUT010,,Tier 3,Grocery Store,Male,21,Healthcare,751.0224
FDH12,Low Fat,Baking Goods,105.128,OUT049,Medium,Tier 1,Supermarket Type1,Female,48,Artist,1065.28
NCH54,Low Fat,Household,161.692,OUT010,,Tier 3,Grocery Store,Male,37,Entertainment,159.792
DRH01,Low Fat,Soft Drinks,172.9738,OUT045,,Tier 2,Supermarket Type1,Male,41,Artist,4344.345
FDX01,Low Fat,Canned,115.515,OUT027,Medium,Tier 3,Supermarket Type3,Female,63,Executive,1980.755
FDD34,Low Fat,Snack Foods,163.521,OUT017,,Tier 2,Supermarket Type1,Male,42,Artist,1794.331
FDC53,Low Fat,Frozen Foods,96.7384,OUT027,Medium,Tier 3,Supermarket Type3,Female,49,Engineer,2956.152
FDO28,Low Fat,Frozen Foods,120.0098,OUT013,High,Tier 3,Supermarket Type1,Male,23,Healthcare,1687.1372
DRJ51,Low Fat,Dairy,231.1668,OUT017,,Tier 2,Supermarket Type1,Male,31,Entertainment,7602.1044
FDD14,Low Fat,Canned,184.1266,OUT018,Medium,Tier 3,Supermarket Type2,Male,45,Artist,1659.8394
FDW35,LF,Breads,42.8454,OUT018,Medium,Tier 3,Supermarket Type2,Male,21,Entertainment,167.7816
NCH18,Low Fat,Household,245.1802,OUT049,Medium,Tier 1,Supermarket Type1,Male,55,Entertainment,2456.802
FDK20,Regular,Fruits and Vegetables,122.0072,OUT017,,Tier 2,Supermarket Type1,Female,26,Artist,1347.5792
FDY47,Regular,Breads,130.131,OUT046,Small,Tier 1,Supermarket Type1,Male,51,Artist,1557.972
FDG32,Low Fat,Fruits and Vegetables,222.0772,OUT013,High,Tier 3,Supermarket Type1,Male,27,Doctor,2001.3948
FDC20,Low Fat,Fruits and Vegetables,56.2272,OUT018,Medium,Tier 3,Supermarket Type2,Male,41,Entertainment,559.272
NCS29,Low Fat,Health and Hygiene,266.5884,OUT035,Small,Tier 2,Supermarket Type1,Male,43,Executive,6624.71
FDG53,Low Fat,Frozen Foods,138.518,OUT035,Small,Tier 2,Supermarket Type1,Female,28,Artist,2237.088
FDV26,Regular,Dairy,196.2794,OUT046,Small,Tier 1,Supermarket Type1,Male,47,Engineer,2731.1116
FDE40,Regular,Dairy,63.1194,OUT017,,Tier 2,Supermarket Type1,Female,25,Doctor,1300.3074
FDM02,Regular,Canned,87.1198,OUT046,Small,Tier 1,Supermarket Type1,Female,72,Engineer,1657.1762
FDU11,Low Fat,Breads,118.6098,OUT017,,Tier 2,Supermarket Type1,Male,23,Healthcare,361.5294
FDB51,Low Fat,Dairy,63.5852,OUT035,Small,Tier 2,Supermarket Type1,Male,48,Artist,751.0224
FDQ03,Regular,Meat,238.8248,OUT045,,Tier 2,Supermarket Type1,Female,33,Artist,3555.372
DRK35,Low Fat,Hard Drinks,38.3506,OUT045,,Tier 2,Supermarket Type1,Male,31,Healthcare,986.7156
FDZ32,Regular,Fruits and Vegetables,103.8964,OUT045,,Tier 2,Supermarket Type1,Male,72,Executive,946.7676
FDU38,Low Fat,Dairy,191.6504,OUT013,High,Tier 3,Supermarket Type1,Male,66,Executive,2492.7552
DRM11,Low Fat,Hard Drinks,261.0278,OUT046,Small,Tier 1,Supermarket Type1,Female,33,Healthcare,4165.2448
FDS36,Regular,Baking Goods,110.557,OUT013,High,Tier 3,Supermarket Type1,Female,70,Artist,3844.995
FDO52,Regular,Frozen Foods,172.5106,OUT046,Small,Tier 1,Supermarket Type1,Female,35,Artist,2566.659
FDA04,Regular,Frozen Foods,257.2962,OUT049,Medium,Tier 1,Supermarket Type1,Male,38,Artist,2330.9658
NCE31,Low Fat,Household,35.7216,OUT018,Medium,Tier 3,Supermarket Type2,Female,51,Artist,69.2432
FDC33,Regular,Fruits and Vegetables,196.9768,OUT035,Small,Tier 2,Supermarket Type1,Male,67,Homemaker,2759.0752
FDS33,Regular,Snack Foods,88.9514,OUT045,,Tier 2,Supermarket Type1,Female,46,Artist,885.514
NCJ05,Low Fat,Health and Hygiene,153.6682,OUT017,,Tier 2,Supermarket Type1,Female,47,Entertainment,1677.1502
FDN51,reg,Meat,261.5936,OUT017,,Tier 2,Supermarket Type1,Male,55,Artist,6002.8528
FDZ10,Low Fat,Snack Foods,127.202,OUT019,Small,Tier 1,Grocery Store,Male,51,Executive,506.008
NCQ30,Low Fat,Household,123.8414,OUT017,,Tier 2,Supermarket Type1,Female,47,Artist,1340.2554
FDL09,Regular,Snack Foods,167.4816,OUT013,High,Tier 3,Supermarket Type1,Male,31,Homemaker,3691.1952
FDU03,Regular,Meat,182.3292,OUT035,Small,Tier 2,Supermarket Type1,Female,30,Healthcare,3831.0132
FDQ32,Regular,Fruits and Vegetables,122.3388,OUT019,Small,Tier 1,Grocery Store,Male,26,Healthcare,371.5164
FDI38,Regular,Canned,207.7638,OUT046,Small,Tier 1,Supermarket Type1,Male,60,Executive,3520.0846
FDE36,Regular,Baking Goods,161.8868,OUT049,Medium,Tier 1,Supermarket Type1,Male,21,Healthcare,5077.3908
FDY02,Regular,Dairy,261.391,OUT018,Medium,Tier 3,Supermarket Type2,Male,19,Doctor,1840.937
NCA17,Low Fat,Health and Hygiene,149.6392,OUT045,,Tier 2,Supermarket Type1,Female,60,Artist,894.8352
DRJ25,Low Fat,Soft Drinks,48.7692,OUT049,Medium,Tier 1,Supermarket Type1,Male,25,Healthcare,1231.73
FDI26,Low Fat,Canned,177.1344,OUT045,,Tier 2,Supermarket Type1,Female,21,Healthcare,2854.9504
FDT50,Regular,Dairy,96.9752,OUT045,,Tier 2,Supermarket Type1,Female,25,Engineer,958.752
FDR02,LF,Dairy,109.5886,OUT018,Medium,Tier 3,Supermarket Type2,Male,36,Doctor,1000.6974
NCY05,LF,Health and Hygiene,34.6874,OUT017,,Tier 2,Supermarket Type1,Female,52,Engineer,317.5866
FDI50,Regular,Canned,230.8352,OUT013,High,Tier 3,Supermarket Type1,Female,83,Lawyer,3435.528
FDW56,LF,Fruits and Vegetables,193.3162,OUT018,Medium,Tier 3,Supermarket Type2,Female,56,Artist,5772.486
FDS32,Regular,Fruits and Vegetables,139.9838,OUT017,,Tier 2,Supermarket Type1,Female,47,Engineer,1123.8704
FDT48,Low Fat,Baking Goods,199.1084,OUT018,Medium,Tier 3,Supermarket Type2,Male,40,Artist,4761.8016
FDU57,Regular,Snack Foods,148.7708,OUT045,,Tier 2,Supermarket Type1,Male,67,Lawyer,2708.4744
FDL51,Regular,Dairy,214.6876,OUT013,High,Tier 3,Supermarket Type1,Male,41,Artist,3001.4264
FDO52,Regular,Frozen Foods,170.2106,OUT035,Small,Tier 2,Supermarket Type1,Female,40,Entertainment,1882.2166
FDS57,Low Fat,Snack Foods,141.647,OUT019,Small,Tier 1,Grocery Store,Male,29,Doctor,429.441
FDR22,Regular,Snack Foods,110.5544,OUT046,Small,Tier 1,Supermarket Type1,Female,41,Artist,1565.9616
FDB57,Regular,Fruits and Vegetables,222.0772,OUT013,High,Tier 3,Supermarket Type1,Male,50,Executive,3113.2808
FDA04,Regular,Frozen Foods,259.1962,OUT013,High,Tier 3,Supermarket Type1,Male,38,,5179.924
FDM09,Regular,Snack Foods,169.979,OUT010,,Tier 3,Grocery Store,Female,33,Marketing,169.779
NCQ38,LF,Others,108.228,OUT019,Small,Tier 1,Grocery Store,Female,48,Healthcare,213.056
FDP52,Regular,Frozen Foods,229.501,OUT018,Medium,Tier 3,Supermarket Type2,Male,37,Artist,1607.907
DRK11,Low Fat,Hard Drinks,148.0392,OUT019,Small,Tier 1,Grocery Store,Male,37,Artist,447.4176
FDN40,Low Fat,Frozen Foods,152.9998,OUT017,,Tier 2,Supermarket Type1,Female,36,Entertainment,3691.1952
FDV58,Low Fat,Snack Foods,196.1452,OUT049,Medium,Tier 1,Supermarket Type1,Male,63,Artist,1565.9616
DRA59,Regular,Soft Drinks,183.2924,OUT017,,Tier 2,Supermarket Type1,Female,22,Healthcare,2406.2012
FDE23,Regular,Starchy Foods,47.306,OUT045,,Tier 2,Supermarket Type1,Male,41,Artist,605.878
FDI08,reg,Fruits and Vegetables,250.1092,OUT045,,Tier 2,Supermarket Type1,Female,42,Artist,4233.1564
FDE09,Low Fat,Fruits and Vegetables,109.7228,OUT019,Small,Tier 1,Grocery Store,Male,26,Doctor,331.5684
FDG09,Regular,Fruits and Vegetables,185.7556,OUT046,Small,Tier 1,Supermarket Type1,Female,35,Artist,3942.8676
FDS57,Low Fat,Snack Foods,142.847,OUT013,High,Tier 3,Supermarket Type1,Male,78,Lawyer,1574.617
FDW15,Regular,Meat,146.5734,OUT013,High,Tier 3,Supermarket Type1,Male,57,Entertainment,2375.5744
FDH56,Regular,Fruits and Vegetables,117.1492,OUT049,Medium,Tier 1,Supermarket Type1,Male,61,Entertainment,2780.3808
FDM36,Regular,Baking Goods,172.0422,OUT017,,Tier 2,Supermarket Type1,Male,18,Healthcare,1379.5376
NCQ38,Low Fat,Others,104.528,OUT017,,Tier 2,Supermarket Type1,Male,50,Marketing,1065.28
DRE48,Low Fat,Soft Drinks,197.0768,OUT027,Medium,Tier 3,Supermarket Type3,Female,51,Artist,8868.456
FDP33,LF,Snack Foods,256.4672,OUT017,,Tier 2,Supermarket Type1,Female,19,Healthcare,5369.0112
FDI33,Low Fat,Snack Foods,92.8146,OUT046,Small,Tier 1,Supermarket Type1,Male,65,Executive,2097.9358
FDO16,Low Fat,Frozen Foods,83.725,OUT046,Small,Tier 1,Supermarket Type1,Male,26,Healthcare,1165.15
FDW34,Low Fat,Snack Foods,241.317,OUT017,,Tier 2,Supermarket Type1,Male,50,Artist,3645.255
FDM22,Regular,Snack Foods,52.364,OUT019,Small,Tier 1,Grocery Store,Female,36,Artist,53.264
NCO07,Low Fat,Others,211.856,OUT018,Medium,Tier 3,Supermarket Type2,Male,71,Lawyer,3621.952
FDC44,Low Fat,Fruits and Vegetables,114.1518,OUT045,,Tier 2,Supermarket Type1,Female,75,Lawyer,1821.6288
DRB48,Regular,Soft Drinks,37.8822,OUT049,Medium,Tier 1,Supermarket Type1,Female,52,Healthcare,589.233
NCV29,LF,Health and Hygiene,177.0686,OUT013,High,Tier 3,Supermarket Type1,Female,31,Healthcare,3022.0662
FDE28,Regular,Frozen Foods,231.3668,OUT013,High,Tier 3,Supermarket Type1,Male,80,Lawyer,5759.17
FDP49,Regular,Breakfast,55.9614,OUT045,,Tier 2,Supermarket Type1,Male,33,Doctor,386.8298
FDX59,Low Fat,Breads,34.5558,OUT045,,Tier 2,Supermarket Type1,Female,57,Artist,441.4254
FDN60,Low Fat,Baking Goods,159.9604,OUT035,Small,Tier 2,Supermarket Type1,Male,67,Executive,2852.2872
DRC36,reg,Soft Drinks,176.2054,OUT035,Small,Tier 2,Supermarket Type1,Female,30,Marketing,1225.7378
FDE02,Low Fat,Canned,92.2778,OUT019,Small,Tier 1,Grocery Store,Male,82,Lawyer,469.389
NCU29,Low Fat,Health and Hygiene,144.476,OUT027,Medium,Tier 3,Supermarket Type3,Male,23,Healthcare,3661.9
NCQ17,Low Fat,Health and Hygiene,156.463,OUT010,,Tier 3,Grocery Store,Male,62,Entertainment,312.926
DRD12,LF,Soft Drinks,92.3146,OUT018,Medium,Tier 3,Supermarket Type2,Male,70,Artist,1094.5752
FDV45,Low Fat,Snack Foods,186.8556,OUT013,High,Tier 3,Supermarket Type1,Male,38,Doctor,2440.8228
FDZ02,Regular,Dairy,97.5726,OUT027,Medium,Tier 3,Supermarket Type3,Female,32,Marketing,978.726
FDW26,Regular,Dairy,220.4772,OUT019,Small,Tier 1,Grocery Store,Male,43,Artist,444.7544
FDN40,Low Fat,Frozen Foods,153.2998,OUT013,High,Tier 3,Supermarket Type1,Female,59,Engineer,2153.1972
FDR19,Regular,Fruits and Vegetables,145.5102,OUT027,Medium,Tier 3,Supermarket Type3,Male,28,Healthcare,5978.2182
FDD50,Low Fat,Canned,169.0132,OUT035,Small,Tier 2,Supermarket Type1,Male,42,Artist,1860.2452
NCD18,Low Fat,Household,228.8668,OUT046,Small,Tier 1,Supermarket Type1,Male,87,Lawyer,1612.5676
FDA34,Low Fat,Starchy Foods,172.108,OUT013,High,Tier 3,Supermarket Type1,Female,26,Marketing,2077.296
FDR33,Low Fat,Snack Foods,109.757,OUT045,,Tier 2,Supermarket Type1,Male,59,Entertainment,1208.427
FDD39,Low Fat,Dairy,218.185,OUT046,Small,Tier 1,Supermarket Type1,Female,30,Engineer,5193.24
FDR13,Regular,Canned,115.3492,OUT049,Medium,Tier 1,Supermarket Type1,Female,30,Homemaker,1274.3412
FDA39,LF,Meat,37.8822,OUT027,Medium,Tier 3,Supermarket Type3,Female,19,Marketing,1021.3372
FDN01,Low Fat,Breakfast,178.437,OUT046,Small,Tier 1,Supermarket Type1,Male,31,Artist,1235.059
FDU04,Low Fat,Frozen Foods,121.5414,OUT035,Small,Tier 2,Supermarket Type1,Male,88,Lawyer,1340.2554
FDV10,Regular,Snack Foods,41.7112,OUT045,,Tier 2,Supermarket Type1,Male,40,Artist,852.224
NCB30,Low Fat,Household,199.6084,OUT045,,Tier 2,Supermarket Type1,Female,21,Healthcare,3769.7596
FDB38,Regular,Canned,159.692,OUT027,Medium,Tier 3,Supermarket Type3,Male,38,Artist,3515.424
FDB22,Low Fat,Snack Foods,155.2998,OUT045,,Tier 2,Supermarket Type1,Female,36,Homemaker,1230.3984
NCS30,Low Fat,Household,128.7652,OUT046,Small,Tier 1,Supermarket Type1,Male,47,Entertainment,516.6608
FDK14,Low Fat,Canned,82.8934,OUT045,,Tier 2,Supermarket Type1,Female,30,Entertainment,818.934
DRJ35,Low Fat,Hard Drinks,61.2878,OUT046,Small,Tier 1,Supermarket Type1,Female,35,Healthcare,1272.3438
FDX19,Low Fat,Fruits and Vegetables,232.6958,OUT017,,Tier 2,Supermarket Type1,Male,58,Artist,5375.0034
FDX60,Low Fat,Baking Goods,80.096,OUT018,Medium,Tier 3,Supermarket Type2,Female,52,Engineer,1278.336
FDS01,Low Fat,Canned,177.3686,OUT045,,Tier 2,Supermarket Type1,Male,46,Artist,1777.686
NCT41,Low Fat,Health and Hygiene,151.9024,OUT035,Small,Tier 2,Supermarket Type1,Male,47,Entertainment,1062.6168
DRE27,Low Fat,Dairy,96.9726,OUT035,Small,Tier 2,Supermarket Type1,Female,45,Artist,1174.4712
FDY45,Low Fat,Snack Foods,253.6356,OUT049,Medium,Tier 1,Supermarket Type1,Male,60,Entertainment,5086.712
FDB56,Regular,Fruits and Vegetables,188.2556,OUT027,Medium,Tier 3,Supermarket Type3,Male,35,Artist,4693.89
FDS36,Regular,Baking Goods,107.957,OUT046,Small,Tier 1,Supermarket Type1,Male,71,Lawyer,2966.139
FDF59,Low Fat,Starchy Foods,125.702,OUT049,Medium,Tier 1,Supermarket Type1,Male,36,Artist,2530.04
FDD11,LF,Starchy Foods,254.704,OUT035,Small,Tier 2,Supermarket Type1,Female,53,Engineer,2530.04
FDY40,Regular,Frozen Foods,48.1692,OUT017,,Tier 2,Supermarket Type1,Male,53,Engineer,985.384
FDA13,Low Fat,Canned,38.8506,OUT019,Small,Tier 1,Grocery Store,Male,31,Artist,37.9506
NCX42,Low Fat,Household,162.9526,OUT019,Small,Tier 1,Grocery Store,Male,20,,822.263
FDJ46,Low Fat,Snack Foods,174.4054,OUT035,Small,Tier 2,Supermarket Type1,Female,66,Engineer,4027.4242
FDH05,Regular,Frozen Foods,231.2984,OUT046,Small,Tier 1,Supermarket Type1,Male,37,Artist,3243.7776
NCP50,Low Fat,Others,78.7618,OUT046,Small,Tier 1,Supermarket Type1,Female,47,Artist,1288.9888
FDF28,Regular,Frozen Foods,125.1046,OUT027,Medium,Tier 3,Supermarket Type3,Female,66,Lawyer,3859.6426
FDN60,Low Fat,Baking Goods,157.3604,OUT018,Medium,Tier 3,Supermarket Type2,Female,25,Healthcare,4436.8912
FDD29,Low Fat,Frozen Foods,251.6698,OUT013,High,Tier 3,Supermarket Type1,Female,43,Artist,6088.0752
FDG58,Regular,Snack Foods,153.7972,OUT017,,Tier 2,Supermarket Type1,Female,30,Engineer,2025.3636
FDV15,Low Fat,Meat,105.7648,OUT027,Medium,Tier 3,Supermarket Type3,Female,45,Artist,2596.62
FDV04,Regular,Frozen Foods,159.0288,OUT013,High,Tier 3,Supermarket Type1,Female,33,Doctor,1257.0304
DRJ23,Low Fat,Hard Drinks,188.1872,OUT013,High,Tier 3,Supermarket Type1,Male,37,Artist,3781.744
FDA11,low fat,Baking Goods,94.7436,OUT027,Medium,Tier 3,Supermarket Type3,Male,35,Engineer,1701.7848
FDX16,Low Fat,Frozen Foods,149.105,OUT045,,Tier 2,Supermarket Type1,Male,21,Healthcare,4643.955
NCA41,Low Fat,Health and Hygiene,191.6162,OUT049,Medium,Tier 1,Supermarket Type1,Male,50,Artist,3463.4916
FDP36,Regular,Baking Goods,52.3008,OUT013,High,Tier 3,Supermarket Type1,Male,56,Entertainment,2226.4352
FDK16,Low Fat,Frozen Foods,97.0094,OUT035,Small,Tier 2,Supermarket Type1,Male,56,Artist,856.8846
FDD34,Low Fat,Snack Foods,161.321,OUT035,Small,Tier 2,Supermarket Type1,Female,20,Healthcare,2773.057
FDI56,Low Fat,Fruits and Vegetables,92.2146,OUT010,,Tier 3,Grocery Store,Male,59,Executive,91.2146
NCO18,Low Fat,Household,177.5686,OUT017,,Tier 2,Supermarket Type1,Male,21,Healthcare,3910.9092
FDB46,Regular,Snack Foods,211.9244,OUT035,Small,Tier 2,Supermarket Type1,Male,37,Entertainment,4869.6612
FDN38,Regular,Canned,251.1408,OUT045,,Tier 2,Supermarket Type1,Female,68,Artist,3254.4304
FDW47,Low Fat,Breads,123.8414,OUT045,,Tier 2,Supermarket Type1,Male,33,Executive,1340.2554
FDQ08,Regular,Fruits and Vegetables,62.7536,OUT019,Small,Tier 1,Grocery Store,Female,26,Homemaker,61.2536
FDR44,Regular,Fruits and Vegetables,128.4968,OUT035,Small,Tier 2,Supermarket Type1,Female,43,Marketing,1435.4648
DRH23,Low Fat,Hard Drinks,56.4614,OUT045,,Tier 2,Supermarket Type1,Male,52,Executive,1436.7964
FDX01,Low Fat,Canned,116.715,OUT045,,Tier 2,Supermarket Type1,Male,37,Artist,1281.665
FDB05,Low Fat,Frozen Foods,245.8776,OUT027,Medium,Tier 3,Supermarket Type3,Male,55,Executive,4705.8744
FDR08,Low Fat,Fruits and Vegetables,110.7886,OUT046,Small,Tier 1,Supermarket Type1,Male,57,Artist,1334.2632
FDZ36,Regular,Baking Goods,184.424,OUT017,,Tier 2,Supermarket Type1,Male,35,Artist,4660.6
FDI05,Regular,Frozen Foods,74.4354,OUT046,Small,Tier 1,Supermarket Type1,Male,33,Entertainment,1128.531
FDF24,Regular,Baking Goods,83.2934,OUT049,Medium,Tier 1,Supermarket Type1,Male,68,Artist,1883.5482
FDZ48,Low Fat,Baking Goods,111.1544,OUT017,,Tier 2,Supermarket Type1,Male,60,Artist,1118.544
DRL37,Low Fat,Soft Drinks,44.377,OUT027,Medium,Tier 3,Supermarket Type3,Male,52,Artist,1211.756
FDM10,Low Fat,Snack Foods,214.1218,OUT035,Small,Tier 2,Supermarket Type1,Male,18,Healthcare,1282.3308
FDP11,Low Fat,Breads,216.1166,OUT019,Small,Tier 1,Grocery Store,Male,25,Artist,435.4332
FDQ04,Low Fat,Frozen Foods,39.2796,OUT049,Medium,Tier 1,Supermarket Type1,Male,35,Entertainment,701.7532
FDR49,Low Fat,Canned,47.2376,OUT018,Medium,Tier 3,Supermarket Type2,Male,18,Doctor,910.8144
FDD35,Low Fat,Starchy Foods,120.744,OUT027,Medium,Tier 3,Supermarket Type3,Female,77,Lawyer,3954.852
FDH41,LF,Frozen Foods,213.5534,OUT019,Small,Tier 1,Grocery Store,Male,18,Healthcare,430.1068
FDO34,Low Fat,Snack Foods,169.7816,OUT045,,Tier 2,Supermarket Type1,Male,18,Healthcare,2013.3792
FDL45,Low Fat,Snack Foods,124.1704,OUT017,,Tier 2,Supermarket Type1,Female,25,Healthcare,1877.556
NCC19,Low Fat,Household,192.382,OUT013,High,Tier 3,Supermarket Type1,Male,49,Entertainment,4247.804
FDY10,Low Fat,Snack Foods,113.1176,OUT027,Medium,Tier 3,Supermarket Type3,Female,37,Marketing,2404.8696
NCV29,Low Fat,Health and Hygiene,176.0686,OUT049,Medium,Tier 1,Supermarket Type1,Male,49,Artist,533.3058
FDC22,Regular,Snack Foods,195.082,OUT013,High,Tier 3,Supermarket Type1,Male,26,Entertainment,2703.148
NCP42,Low Fat,Household,194.2478,OUT045,,Tier 2,Supermarket Type1,Male,45,Entertainment,2324.9736
NCX17,Low Fat,Health and Hygiene,231.23,OUT017,,Tier 2,Supermarket Type1,Female,42,Artist,3029.39
NCO26,Low Fat,Household,116.6492,OUT049,Medium,Tier 1,Supermarket Type1,Male,48,Marketing,2664.5316
FDU45,Regular,Snack Foods,112.3518,OUT019,Small,Tier 1,Grocery Store,Male,23,Healthcare,683.1108
FDR34,Regular,Snack Foods,228.8352,OUT049,Medium,Tier 1,Supermarket Type1,Female,52,Engineer,4351.6688
FDV35,Low Fat,Breads,155.3314,OUT018,Medium,Tier 3,Supermarket Type2,Male,81,Entertainment,3412.8908
FDS55,Low Fat,Fruits and Vegetables,146.4734,OUT027,Medium,Tier 3,Supermarket Type3,Male,60,Artist,4157.2552
FDS28,Regular,Frozen Foods,56.1588,OUT045,,Tier 2,Supermarket Type1,Male,57,Lawyer,458.0704
FDK15,Low Fat,Meat,100.8042,OUT035,Small,Tier 2,Supermarket Type1,Female,21,Entertainment,1488.063
NCP17,Low Fat,Health and Hygiene,65.6168,OUT046,Small,Tier 1,Supermarket Type1,Female,43,Engineer,830.9184
NCE42,low fat,Household,233.2958,OUT018,Medium,Tier 3,Supermarket Type2,Male,32,Entertainment,2103.2622
FDA14,Low Fat,Dairy,145.076,OUT049,Medium,Tier 1,Supermarket Type1,Male,50,Artist,1904.188
