Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,,Gender,Age,,
FDL36,,Low Fat,0.075707087,Baking Goods,88.183,OUT027,1985,Medium,Tier 3,Supermarket Type3,1438.128,,Female,31,,
FDS04,10.195,Regular,0.146635206,Frozen Foods,139.0838,OUT035,2004,Small,Tier 2,Supermarket Type1,3652.5788,,Female,40,,
NCC18,19.1,LF,0.177545624,Household,172.4422,OUT049,1999,Medium,Tier 1,Supermarket Type1,3621.2862,,Male,47,,
FDN01,8.895,LF,0.072693696,Breakfast,175.937,OUT018,2009,Medium,Tier 3,Supermarket Type2,529.311,,Female,43,,
FDY02,8.945,Regular,0.146701312,Dairy,262.291,OUT010,1998,,Tier 3,Grocery Store,1314.955,,Male,81,,
FDV15,10.3,Low Fat,0.146999264,Meat,103.7648,OUT017,2007,,Tier 2,Supermarket Type1,2804.3496,,Male,62,,
FDC34,16,Regular,0.173109453,Snack Foods,155.2972,OUT045,2002,,Tier 2,Supermarket Type1,3894.93,,Male,51,,
FDX10,6.385,reg,0.124410284,Snack Foods,34.3874,OUT017,2007,,Tier 2,Supermarket Type1,388.1614,,Male,20,,
NCF19,13,Low Fat,0.035079516,Household,47.9034,OUT013,1987,High,Tier 3,Supermarket Type1,583.2408,,Male,42,,
FDE17,20.1,Regular,0.054763518,Frozen Foods,150.9366,OUT017,2007,,Tier 2,Supermarket Type1,3476.1418,,Female,33,,
FDJ08,11.1,Low Fat,0.111122936,Fruits and Vegetables,189.2846,OUT018,2009,Medium,Tier 3,Supermarket Type2,3630.6074,,Female,59,,
NCN53,5.175,Low Fat,0.030330202,Health and Hygiene,35.4874,OUT013,1987,High,Tier 3,Supermarket Type1,388.1614,,Male,36,,
FDC16,11.5,Regular,0,Dairy,88.254,OUT046,1997,Small,Tier 1,Supermarket Type1,1298.31,,Male,55,,
FDO15,16.75,Regular,0.008601441,Meat,73.7038,OUT018,2009,Medium,Tier 3,Supermarket Type2,1404.1722,,Male,59,,
FDQ23,,low fat,0.024407061,Breads,102.3332,OUT027,1985,Medium,Tier 3,Supermarket Type3,1948.1308,,Female,39,,
DRF37,17.25,Low Fat,0.084262458,Soft Drinks,261.591,OUT013,1987,High,Tier 3,Supermarket Type1,3418.883,,Female,39,,
FDN40,5.88,Low Fat,0.08644044,Frozen Foods,155.3998,OUT035,2004,Small,Tier 2,Supermarket Type1,2153.1972,,Male,53,,
FDN24,,LF,0.112718928,Baking Goods,54.2956,OUT027,1985,Medium,Tier 3,Supermarket Type3,1310.2944,,Female,32,,
FDF16,7.3,Low Fat,0.086619573,Frozen Foods,147.6076,OUT017,2007,,Tier 2,Supermarket Type1,3251.7672,,Male,35,,
FDH27,7.075,Low Fat,0.058437653,Dairy,143.0128,OUT049,1999,Medium,Tier 1,Supermarket Type1,1150.5024,,Male,40,,
FDY52,6.365,Low Fat,0,Frozen Foods,59.7536,OUT017,2007,,Tier 2,Supermarket Type1,980.0576,,Male,60,,
NCH55,,Low Fat,0.034504414,Household,125.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783.044,,Female,37,,
NCH18,9.3,LF,0.044652785,Household,247.0802,OUT035,2004,Small,Tier 2,Supermarket Type1,1228.401,,Male,52,,
DRC01,5.92,Regular,0.019184026,Soft Drinks,50.3692,OUT013,1987,High,Tier 3,Supermarket Type1,591.2304,,Female,35,,
NCO14,9.6,Low Fat,0.029638267,Household,42.6086,OUT035,2004,Small,Tier 2,Supermarket Type1,133.8258,,Female,27,,
DRG39,14.15,Low Fat,0.042180995,Dairy,52.0982,OUT046,1997,Small,Tier 1,Supermarket Type1,578.5802,,Female,28,,
DRK13,11.8,Low Fat,0.11507174,Soft Drinks,198.2084,OUT013,1987,High,Tier 3,Supermarket Type1,3769.7596,,Male,85,,
FDD41,6.765,Regular,0.087437069,Frozen Foods,106.1306,OUT045,2002,,Tier 2,Supermarket Type1,1672.4896,,Male,29,,
FDQ19,,Regular,0.014295564,Fruits and Vegetables,242.6512,OUT027,1985,Medium,Tier 3,Supermarket Type3,12117.56,,Male,78,,
FDX58,13.15,LF,0.073251428,Snack Foods,181.695,OUT010,1998,,Tier 3,Grocery Store,549.285,,Female,51,,
FDK40,,Low Fat,0.021743592,Frozen Foods,263.191,OUT027,1985,Medium,Tier 3,Supermarket Type3,6574.775,,Female,33,,
FDI52,18.7,Low Fat,0.10527024,Frozen Foods,122.9072,OUT017,2007,,Tier 2,Supermarket Type1,490.0288,,Male,29,,
FDT28,13.3,Low Fat,0.063513272,Frozen Foods,149.9708,OUT013,1987,High,Tier 3,Supermarket Type1,2106.5912,,Female,29,,
FDH52,9.42,Regular,0.044151435,Frozen Foods,61.5194,OUT017,2007,,Tier 2,Supermarket Type1,866.8716,,Male,73,,
FDZ38,17.6,LF,0.008001018,Dairy,170.4422,OUT046,1997,Small,Tier 1,Supermarket Type1,2759.0752,,Female,43,,
FDF12,8.235,Low Fat,0.0828941,Baking Goods,149.3076,OUT017,2007,,Tier 2,Supermarket Type1,1921.4988,,Female,33,,
NCE06,,Low Fat,0.091042211,Household,162.6894,OUT027,1985,Medium,Tier 3,Supermarket Type3,2588.6304,,Female,23,,
FDO45,13.15,Regular,0.038011783,Snack Foods,89.6856,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,,Male,56,,
NCS18,12.65,Low Fat,0.042296724,Household,106.3938,OUT045,2002,,Tier 2,Supermarket Type1,3751.783,,Female,65,,
NCE54,20.7,Low Fat,0.02695441,Household,73.2354,OUT045,2002,,Tier 2,Supermarket Type1,1504.708,,Female,41,,
FDB50,13,Low Fat,0.153930108,Canned,76.7986,OUT045,2002,,Tier 2,Supermarket Type1,2648.5524,,Male,58,,
FDZ20,16.1,Low Fat,0.034376537,Fruits and Vegetables,256.1356,OUT045,2002,,Tier 2,Supermarket Type1,6358.39,,Female,48,,
FDB11,16,Low Fat,0.060971431,Starchy Foods,226.2404,OUT045,2002,,Tier 2,Supermarket Type1,4725.8484,,Female,36,,
FDU22,12.35,Low Fat,0,Snack Foods,118.9124,OUT013,1987,High,Tier 3,Supermarket Type1,3199.8348,,Male,36,,
FDY48,14,Low Fat,0.023831558,Baking Goods,103.1332,OUT018,2009,Medium,Tier 3,Supermarket Type2,1948.1308,,Male,23,,
NCP30,20.5,Low Fat,0.032762495,Household,40.0822,OUT035,2004,Small,Tier 2,Supermarket Type1,1257.0304,,Female,68,,
FDD08,8.3,Low Fat,0.035347676,Fruits and Vegetables,38.0506,OUT035,2004,Small,Tier 2,Supermarket Type1,531.3084,,Female,27,,
NCG42,19.2,Low Fat,0.041291929,Household,130.131,OUT049,1999,Medium,Tier 1,Supermarket Type1,1038.648,,Female,42,,
NCT30,9.1,Low Fat,0.080747059,Household,46.9718,OUT017,2007,,Tier 2,Supermarket Type1,850.8924,,Male,29,,
FDT37,14.15,Low Fat,0.035240817,Canned,255.5014,OUT013,1987,High,Tier 3,Supermarket Type1,5355.0294,,Female,31,,
FDU04,7.93,Low Fat,0.005557062,Frozen Foods,122.1414,OUT049,1999,Medium,Tier 1,Supermarket Type1,2924.1936,,Female,45,,
NCH30,17.1,Low Fat,0.067154053,Household,114.386,OUT046,1997,Small,Tier 1,Supermarket Type1,1245.046,,Male,50,,
DRG37,16.2,Low Fat,0.019362306,Soft Drinks,154.6972,OUT013,1987,High,Tier 3,Supermarket Type1,1713.7692,,Male,42,,
FDS13,6.465,LF,0.124506117,Canned,264.7884,OUT046,1997,Small,Tier 1,Supermarket Type1,3709.8376,,Female,55,,
FDQ47,7.155,Regular,0.168871496,Breads,34.3874,OUT018,2009,Medium,Tier 3,Supermarket Type2,670.4606,,Female,43,,
FDY26,20.6,Regular,0.030504756,Dairy,212.6244,OUT035,2004,Small,Tier 2,Supermarket Type1,3599.3148,,Male,30,,
FDB14,20.25,Regular,0.103142373,Canned,94.612,OUT018,2009,Medium,Tier 3,Supermarket Type2,652.484,,Male,32,,
FDV45,,low fat,0.078872251,Snack Foods,189.5556,OUT019,1985,Small,Tier 1,Grocery Store,1126.5336,,Female,27,,
FDR23,15.85,Low Fat,0.082120687,Breads,177.437,OUT018,2009,Medium,Tier 3,Supermarket Type2,5645.984,,Male,33,,
NCS29,9,Low Fat,0.069487587,Health and Hygiene,266.6884,OUT013,1987,High,Tier 3,Supermarket Type1,3974.826,,Male,51,,
FDK33,,Low Fat,0.011180843,Snack Foods,213.456,OUT027,1985,Medium,Tier 3,Supermarket Type3,4261.12,,Male,31,,
FDW24,,low fat,0.037315469,Baking Goods,50.0034,OUT027,1985,Medium,Tier 3,Supermarket Type3,1992.7394,,Male,31,,
FDR08,18.7,Low Fat,0.037835765,Fruits and Vegetables,111.1886,OUT017,2007,,Tier 2,Supermarket Type1,2334.9606,,Female,36,,
FDB45,20.85,Low Fat,0.021312043,Fruits and Vegetables,104.9306,OUT013,1987,High,Tier 3,Supermarket Type1,2299.6732,,Male,70,,
FDW32,18.35,Regular,0.094218363,Fruits and Vegetables,83.9882,OUT013,1987,High,Tier 3,Supermarket Type1,1202.4348,,Male,37,,
FDN21,18.6,Low Fat,0.076841095,Snack Foods,162.2236,OUT035,2004,Small,Tier 2,Supermarket Type1,2900.2248,,Female,52,,
FDH56,9.8,Regular,0.063805139,Fruits and Vegetables,117.3492,OUT035,2004,Small,Tier 2,Supermarket Type1,810.9444,,Female,28,,
FDQ07,15.1,Regular,0.087542757,Fruits and Vegetables,219.8456,OUT049,1999,Medium,Tier 1,Supermarket Type1,6189.2768,,Male,42,,
FDU58,,Regular,0.028871235,Snack Foods,188.7898,OUT027,1985,Medium,Tier 3,Supermarket Type3,2057.9878,,Male,52,,
FDK36,7.09,LF,0.00720931,Baking Goods,48.1034,OUT013,1987,High,Tier 3,Supermarket Type1,1069.2748,,Male,29,,
NCG18,,Low Fat,0.02286663,Household,102.8332,OUT027,1985,Medium,Tier 3,Supermarket Type3,2768.3964,,Female,61,,
FDQ26,,Regular,0.067543727,Dairy,57.2562,OUT027,1985,Medium,Tier 3,Supermarket Type3,2073.967,,Female,38,,
DRL47,,Low Fat,0.038549197,Hard Drinks,127.5362,OUT027,1985,Medium,Tier 3,Supermarket Type3,1006.6896,,Female,30,,
DRJ11,9.5,Low Fat,0,Hard Drinks,188.9872,OUT017,2007,,Tier 2,Supermarket Type1,1323.6104,,Male,39,,
FDB41,19,Regular,0.097709541,Frozen Foods,48.6718,OUT018,2009,Medium,Tier 3,Supermarket Type2,614.5334,,Female,74,,
NCA06,20.5,Low Fat,0.143283608,Household,37.919,OUT046,1997,Small,Tier 1,Supermarket Type1,183.095,,Female,47,,
NCZ41,19.85,Low Fat,0.064551885,Health and Hygiene,125.2704,OUT045,2002,,Tier 2,Supermarket Type1,2127.8968,,Male,38,,
NCD54,21.1,Low Fat,0.029173031,Household,145.7786,OUT017,2007,,Tier 2,Supermarket Type1,1444.786,,Female,40,,
FDM34,,Low Fat,0.067120954,Snack Foods,132.9626,OUT027,1985,Medium,Tier 3,Supermarket Type3,3279.065,,Male,48,,
FDL57,15.1,Regular,0.067020992,Snack Foods,260.3304,OUT013,1987,High,Tier 3,Supermarket Type1,5424.9384,,Female,40,,
NCD30,19.7,Low Fat,0.026826919,Household,98.7726,OUT013,1987,High,Tier 3,Supermarket Type1,1859.5794,,Male,38,,
FDH17,16.2,Regular,0.01665334,Frozen Foods,97.3726,OUT046,1997,Small,Tier 1,Supermarket Type1,2055.3246,,Male,63,,
FDD57,18.1,Low Fat,0.022395357,Fruits and Vegetables,96.5094,OUT035,2004,Small,Tier 2,Supermarket Type1,1332.9316,,Male,58,,
FDC58,10.195,Low Fat,0.042113173,Snack Foods,42.5428,OUT018,2009,Medium,Tier 3,Supermarket Type2,878.856,,Female,51,,
FDX47,6.55,Regular,0.034604343,Breads,157.8288,OUT046,1997,Small,Tier 1,Supermarket Type1,2514.0608,,Female,38,,
FDC50,15.85,Low Fat,0.136774734,Canned,94.4094,OUT045,2002,,Tier 2,Supermarket Type1,1428.141,,Female,26,,
NCS53,,Low Fat,0.089343433,Health and Hygiene,157.3604,OUT027,1985,Medium,Tier 3,Supermarket Type3,6021.4952,,Male,60,,
FDY13,12.1,Low Fat,0.030250132,Canned,75.267,OUT018,2009,Medium,Tier 3,Supermarket Type2,612.536,,Male,51,,
FDP44,16.5,Regular,0.079698503,Fruits and Vegetables,100.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,1537.998,,Female,56,,
FDH60,,Regular,0.141360118,Baking Goods,197.311,OUT019,1985,Small,Tier 1,Grocery Store,392.822,,Female,25,,
FDR02,16.7,Low Fat,0.036933417,Dairy,109.1886,OUT010,1998,,Tier 3,Grocery Store,222.3772,,Male,43,,
FDK48,,Low Fat,0.037449987,Baking Goods,76.7354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783.7098,,Male,73,,
FDO24,11.1,Low Fat,0.294948897,Baking Goods,159.0604,OUT010,1998,,Tier 3,Grocery Store,792.302,,Male,22,,
FDE20,11.35,Regular,0.005525913,Fruits and Vegetables,168.279,OUT013,1987,High,Tier 3,Supermarket Type1,2376.906,,Male,66,,
FDM04,9.195,Regular,0.04712061,Frozen Foods,53.1666,OUT046,1997,Small,Tier 1,Supermarket Type1,768.999,,Female,53,,
NCH07,,Low Fat,0.162248011,Household,160.4604,OUT019,1985,Small,Tier 1,Grocery Store,316.9208,,Male,21,,
DRP35,18.85,Low Fat,0.090867297,Hard Drinks,127.3336,OUT046,1997,Small,Tier 1,Supermarket Type1,3962.8416,,Female,45,,
FDO11,8,Regular,0.030264897,Breads,250.3092,OUT046,1997,Small,Tier 1,Supermarket Type1,6723.2484,,Male,57,,
NCM30,19.1,Low Fat,0.067295406,Household,41.9796,OUT046,1997,Small,Tier 1,Supermarket Type1,701.7532,,Female,35,,
DRF27,,Low Fat,0.02827966,Dairy,152.234,OUT027,1985,Medium,Tier 3,Supermarket Type3,1071.938,,Male,40,,
NCR18,,Low Fat,0.020388413,Household,44.4112,OUT027,1985,Medium,Tier 3,Supermarket Type3,767.0016,,Male,35,,
FDS48,,Low Fat,0.027644732,Baking Goods,149.4708,OUT027,1985,Medium,Tier 3,Supermarket Type3,3159.8868,,Male,40,,
FDO32,6.36,Low Fat,0.120731024,Fruits and Vegetables,46.506,OUT049,1999,Medium,Tier 1,Supermarket Type1,652.484,,Male,50,,
NCP05,19.6,Low Fat,0.025429614,Health and Hygiene,151.7024,OUT017,2007,,Tier 2,Supermarket Type1,2884.2456,,Female,43,,
FDF44,,Regular,0.059438787,Fruits and Vegetables,130.9968,OUT027,1985,Medium,Tier 3,Supermarket Type3,4828.3816,,Female,49,,
FDX56,17.1,Regular,0.074059474,Fruits and Vegetables,209.0638,OUT046,1997,Small,Tier 1,Supermarket Type1,3520.0846,,Female,37,,
FDE46,,Low Fat,0.015693328,Snack Foods,150.7366,OUT027,1985,Medium,Tier 3,Supermarket Type3,906.8196,,Male,40,,
FDQ09,,Low Fat,0.057850699,Snack Foods,113.2834,OUT027,1985,Medium,Tier 3,Supermarket Type3,4376.9692,,Male,41,,
NCB54,8.76,Low Fat,0.050011058,Health and Hygiene,126.7336,OUT013,1987,High,Tier 3,Supermarket Type1,639.168,,Female,39,,
NCV18,6.775,Low Fat,0.105225964,Household,84.225,OUT035,2004,Small,Tier 2,Supermarket Type1,3162.55,,Female,25,,
NCG55,16.25,Low Fat,0.039207025,Household,116.1176,OUT049,1999,Medium,Tier 1,Supermarket Type1,2633.9048,,Female,32,,
FDV14,19.85,Low Fat,0.044489064,Dairy,89.4856,OUT035,2004,Small,Tier 2,Supermarket Type1,1054.6272,,Female,39,,
FDT31,19.75,Low Fat,0.012437935,Fruits and Vegetables,189.9872,OUT013,1987,High,Tier 3,Supermarket Type1,3781.744,,Female,38,,
DRD12,6.96,Low Fat,0.077350112,Soft Drinks,91.4146,OUT045,2002,,Tier 2,Supermarket Type1,638.5022,,Female,25,,
FDZ40,8.935,Low Fat,0.040346436,Frozen Foods,53.7298,OUT018,2009,Medium,Tier 3,Supermarket Type2,593.2278,,Female,61,,
DRI11,8.26,Low Fat,0.057585723,Hard Drinks,113.7834,OUT010,1998,,Tier 3,Grocery Store,115.1834,,Female,31,,
FDP23,6.71,Low Fat,0.03565903,Breads,218.3166,OUT045,2002,,Tier 2,Supermarket Type1,1959.4494,,Male,72,,
FDY02,8.945,Regular,0.087629354,Dairy,263.491,OUT035,2004,Small,Tier 2,Supermarket Type1,1840.937,,Female,60,,
FDM03,12.65,Low Fat,0,Meat,107.8938,OUT046,1997,Small,Tier 1,Supermarket Type1,750.3566,,Female,26,,
FDF35,15,Low Fat,0.154228739,Starchy Foods,107.3938,OUT049,1999,Medium,Tier 1,Supermarket Type1,750.3566,,Male,51,,
DRM37,15.35,Low Fat,0.096943078,Soft Drinks,196.5768,OUT017,2007,,Tier 2,Supermarket Type1,7685.9952,,Male,56,,
NCV41,14.35,Low Fat,0.017065268,Health and Hygiene,109.5228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1768.3648,,Male,35,,
NCK53,,Low Fat,0,Health and Hygiene,100.8042,OUT027,1985,Medium,Tier 3,Supermarket Type3,3472.147,,Male,55,,
FDW23,5.765,Low Fat,0.082178616,Baking Goods,37.0164,OUT045,2002,,Tier 2,Supermarket Type1,540.6296,,Female,39,,
FDW12,8.315,Regular,0.035542581,Baking Goods,143.3444,OUT013,1987,High,Tier 3,Supermarket Type1,1596.5884,,Female,42,,
FDG44,6.13,Low Fat,0.102171627,Fruits and Vegetables,53.8298,OUT035,2004,Small,Tier 2,Supermarket Type1,1024.6662,,Female,60,,
FDJ36,14.5,Regular,0.128235818,Baking Goods,104.1332,OUT035,2004,Small,Tier 2,Supermarket Type1,205.0664,,Male,36,,
FDX55,15.1,low fat,0.0552059,Fruits and Vegetables,219.4166,OUT046,1997,Small,Tier 1,Supermarket Type1,6096.0648,,Male,25,,
DRG13,17.25,Low Fat,0.037337632,Soft Drinks,163.7526,OUT018,2009,Medium,Tier 3,Supermarket Type2,3289.052,,Male,25,,
NCD06,13,low fat,0.099242622,Household,46.306,OUT013,1987,High,Tier 3,Supermarket Type1,699.09,,Male,29,,
FDW22,,Regular,0.030143704,Snack Foods,222.0114,OUT027,1985,Medium,Tier 3,Supermarket Type3,6207.9192,,Female,27,,
FDD33,12.85,Low Fat,0.108412059,Fruits and Vegetables,233.2642,OUT045,2002,,Tier 2,Supermarket Type1,3950.1914,,Male,52,,
FDG24,7.975,Low Fat,0.014628382,Baking Goods,82.325,OUT035,2004,Small,Tier 2,Supermarket Type1,1331.6,,Male,36,,
FDE05,10.895,Regular,0.032454046,Frozen Foods,144.8102,OUT046,1997,Small,Tier 1,Supermarket Type1,3062.0142,,Male,41,,
FDZ12,9.17,Low Fat,0.102978817,Baking Goods,144.947,OUT046,1997,Small,Tier 1,Supermarket Type1,4294.41,,Male,31,,
FDX37,16.2,Low Fat,0.105498192,Canned,101.47,OUT010,1998,,Tier 3,Grocery Store,399.48,,Male,45,,
FDE44,14.65,Low Fat,0.171355643,Fruits and Vegetables,47.6692,OUT035,2004,Small,Tier 2,Supermarket Type1,739.038,,Female,32,,
FDS52,,Low Fat,0.009585169,Frozen Foods,102.5016,OUT019,1985,Small,Tier 1,Grocery Store,101.2016,,Male,55,,
FDO39,6.985,Regular,0.137926458,Meat,184.7608,OUT018,2009,Medium,Tier 3,Supermarket Type2,4042.7376,,Male,28,,
FDI32,17.7,Low Fat,0,Fruits and Vegetables,115.0834,OUT045,2002,,Tier 2,Supermarket Type1,2764.4016,,Female,70,,
FDV28,16.1,Regular,0,Frozen Foods,35.1558,OUT017,2007,,Tier 2,Supermarket Type1,339.558,,Male,82,,
NCP53,14.75,Low Fat,0.033076388,Health and Hygiene,237.2906,OUT017,2007,,Tier 2,Supermarket Type1,3089.9778,,Female,26,,
NCN43,12.15,Low Fat,0.006770252,Others,124.473,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231.73,,Male,22,,
NCI31,,Low Fat,0.142393355,Others,36.419,OUT019,1985,Small,Tier 1,Grocery Store,109.857,,Female,29,,
FDK55,18.5,Low Fat,0.025813943,Meat,89.1172,OUT045,2002,,Tier 2,Supermarket Type1,892.172,,Female,48,,
FDC17,12.15,Low Fat,0.015548178,Frozen Foods,211.2928,OUT017,2007,,Tier 2,Supermarket Type1,5049.4272,,Male,48,,
FDV28,16.1,Regular,0.159698192,Frozen Foods,32.0558,OUT035,2004,Small,Tier 2,Supermarket Type1,1018.674,,Male,32,,
FDY26,20.6,Regular,0.030634813,Dairy,212.9244,OUT018,2009,Medium,Tier 3,Supermarket Type2,2540.6928,,Male,29,,
NCU06,17.6,Low Fat,0.074522745,Household,228.801,OUT049,1999,Medium,Tier 1,Supermarket Type1,3215.814,,Male,35,,
FDV16,,Regular,0.145200948,Frozen Foods,35.4558,OUT019,1985,Small,Tier 1,Grocery Store,135.8232,,Male,39,,
FDY31,5.98,Low Fat,0.043651198,Fruits and Vegetables,146.1418,OUT045,2002,,Tier 2,Supermarket Type1,3089.9778,,Female,26,,
DRE37,13.5,Low Fat,0.094366079,Soft Drinks,190.9872,OUT049,1999,Medium,Tier 1,Supermarket Type1,2836.308,,Male,20,,
FDH33,12.85,Low Fat,0.121702394,Snack Foods,42.7428,OUT035,2004,Small,Tier 2,Supermarket Type1,703.0848,,Female,35,,
FDA46,13.6,Low Fat,0.117613212,Snack Foods,194.2136,OUT035,2004,Small,Tier 2,Supermarket Type1,2527.3768,,Male,18,,
FDP12,9.8,Regular,0.045258247,Baking Goods,35.9874,OUT035,2004,Small,Tier 2,Supermarket Type1,282.2992,,Female,56,,
FDJ09,15,Low Fat,0.058485617,Snack Foods,44.7744,OUT049,1999,Medium,Tier 1,Supermarket Type1,679.116,,Male,40,,
NCS54,,Low Fat,0.00994477,Household,177.837,OUT027,1985,Medium,Tier 3,Supermarket Type3,6528.169,,Female,37,,
FDJ33,,Regular,0.087894475,Snack Foods,121.173,OUT027,1985,Medium,Tier 3,Supermarket Type3,2586.633,,Female,57,,
FDF32,16.35,Low Fat,0.113953562,Fruits and Vegetables,198.2426,OUT010,1998,,Tier 3,Grocery Store,790.9704,,Male,23,,
FDN24,,Low Fat,0.198316649,Baking Goods,54.3956,OUT019,1985,Small,Tier 1,Grocery Store,272.978,,Male,52,,
FDX21,7.05,LF,0.084949955,Snack Foods,109.7912,OUT035,2004,Small,Tier 2,Supermarket Type1,1091.912,,Female,45,,
FDC57,20.1,Regular,0.054549098,Fruits and Vegetables,193.782,OUT013,1987,High,Tier 3,Supermarket Type1,1158.492,,Male,20,,
NCZ06,19.6,Low Fat,0.094545236,Household,254.7698,OUT018,2009,Medium,Tier 3,Supermarket Type2,5327.0658,,Female,20,,
FDY56,16.35,Regular,0.062359467,Fruits and Vegetables,224.0062,OUT013,1987,High,Tier 3,Supermarket Type1,4288.4178,,Male,61,,
NCH07,13.15,Low Fat,0.092811105,Household,159.7604,OUT049,1999,Medium,Tier 1,Supermarket Type1,4119.9704,,Male,23,,
FDS44,12.65,Regular,0.156679617,Fruits and Vegetables,238.8538,OUT018,2009,Medium,Tier 3,Supermarket Type2,4566.7222,,Female,52,,
FDY33,14.5,Regular,0.09735225,Snack Foods,160.7262,OUT049,1999,Medium,Tier 1,Supermarket Type1,1750.3882,,Male,25,,
FDZ48,17.75,Low Fat,0.076113671,Baking Goods,111.4544,OUT045,2002,,Tier 2,Supermarket Type1,1006.6896,,Male,21,,
FDY48,14,Low Fat,0.023783007,Baking Goods,104.0332,OUT045,2002,,Tier 2,Supermarket Type1,1435.4648,,Male,59,,
FDK16,,Low Fat,0.114771298,Frozen Foods,93.9094,OUT027,1985,Medium,Tier 3,Supermarket Type3,3903.5854,,Female,37,,
FDT16,9.895,Regular,0.048662357,Frozen Foods,261.7278,OUT046,1997,Small,Tier 1,Supermarket Type1,4685.9004,,Female,72,,
FDC26,10.195,Low Fat,0.211539389,Canned,110.9886,OUT010,1998,,Tier 3,Grocery Store,111.1886,,Male,50,,
DRJ47,18.25,Low Fat,0.044430561,Hard Drinks,174.208,OUT018,2009,Medium,Tier 3,Supermarket Type2,2596.62,,Male,19,,
FDQ04,6.4,Low Fat,0.141860161,Frozen Foods,41.0796,OUT010,1998,,Tier 3,Grocery Store,41.2796,,Male,20,,
FDN40,5.88,Low Fat,0,Frozen Foods,154.2998,OUT046,1997,Small,Tier 1,Supermarket Type1,1999.3974,,Female,32,,
FDS39,6.895,Low Fat,0.022441883,Meat,143.8812,OUT013,1987,High,Tier 3,Supermarket Type1,2707.1428,,Female,36,,
FDC11,20.5,Low Fat,0.142370445,Starchy Foods,90.6172,OUT018,2009,Medium,Tier 3,Supermarket Type2,1427.4752,,Female,29,,
FDQ39,14.8,Low Fat,0.13564792,Meat,190.8846,OUT010,1998,,Tier 3,Grocery Store,191.0846,,Male,25,,
FDB33,17.75,Low Fat,0.014602837,Fruits and Vegetables,158.6262,OUT049,1999,Medium,Tier 1,Supermarket Type1,3819.0288,,Female,22,,
FDU27,18.6,Regular,0.28701714,Meat,48.8376,OUT010,1998,,Tier 3,Grocery Store,47.9376,,Male,66,,
FDM44,12.5,low fat,0.031112643,Fruits and Vegetables,104.999,OUT045,2002,,Tier 2,Supermarket Type1,1444.786,,Male,50,,
FDT32,19,Regular,0.065621523,Fruits and Vegetables,186.5214,OUT035,2004,Small,Tier 2,Supermarket Type1,5275.7992,,Male,53,,
DRC13,8.26,Regular,0.032573725,Soft Drinks,125.073,OUT018,2009,Medium,Tier 3,Supermarket Type2,985.384,,Male,39,,
NCO07,9.06,Low Fat,0.009776268,Others,213.756,OUT046,1997,Small,Tier 1,Supermarket Type1,1065.28,,Male,60,,
FDJ16,9.195,Low Fat,0.115353642,Frozen Foods,58.9246,OUT018,2009,Medium,Tier 3,Supermarket Type2,926.7936,,Male,70,,
FDB22,,Low Fat,0.110901004,Snack Foods,155.0998,OUT027,1985,Medium,Tier 3,Supermarket Type3,2768.3964,,Male,18,,
NCS30,5.945,Low Fat,0.093214866,Household,129.1652,OUT045,2002,,Tier 2,Supermarket Type1,2841.6344,,Female,33,,
FDQ59,,Regular,0,Breads,84.5908,OUT027,1985,Medium,Tier 3,Supermarket Type3,3020.0688,,Male,53,,
FDI38,13.35,Regular,0.014649641,Canned,207.3638,OUT049,1999,Medium,Tier 1,Supermarket Type1,5797.7864,,Male,27,,
FDR52,12.65,Regular,0.07603021,Frozen Foods,189.0846,OUT035,2004,Small,Tier 2,Supermarket Type1,4012.7766,,Male,68,,
FDT15,12.15,Regular,0.042855388,Meat,181.695,OUT018,2009,Medium,Tier 3,Supermarket Type2,2929.52,,Female,27,,
FDR52,,Regular,0.133144259,Frozen Foods,190.8846,OUT019,1985,Small,Tier 1,Grocery Store,191.0846,,Male,37,,
FDS60,20.85,Low Fat,0.032580705,Baking Goods,180.066,OUT018,2009,Medium,Tier 3,Supermarket Type2,2157.192,,Male,42,,
FDK52,18.25,Low Fat,0,Frozen Foods,224.1062,OUT018,2009,Medium,Tier 3,Supermarket Type2,4965.5364,,Male,32,,
FDA04,11.3,Regular,0.066865326,Frozen Foods,260.1962,OUT045,2002,,Tier 2,Supermarket Type1,2848.9582,,Female,28,,
NCQ53,17.6,Low Fat,0.018943666,Health and Hygiene,237.359,OUT045,2002,,Tier 2,Supermarket Type1,6145.334,,Male,31,,
FDN28,5.88,Regular,0.030371121,Frozen Foods,101.799,OUT018,2009,Medium,Tier 3,Supermarket Type2,1960.781,,Male,88,,
FDU12,,Regular,0.132630345,Baking Goods,263.8568,OUT019,1985,Small,Tier 1,Grocery Store,790.9704,,Male,35,,
